bas_raw,haystack
"CMU/SCSC Hillman/Fifth Floor/VAV Room5510/Run","cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5510/Run Request","cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5510/Schedule","cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5510/ZCO2_HI","zone co2 max"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5510/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5510/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5510/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Run","cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Run Request","cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/Schedule","cmd"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fifth Floor/VAV Room5513/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Run","cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Run Request","cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/Schedule","cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fourth Floor/4400 N Corridor/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Run","cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Run Request","cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/Schedule","cmd"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fourth Floor/4400 S Corridor/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/Fan Coil CHW Vlv","fcu fan chilled water valve cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/Fan Coil HW Vlv","fcu vfd hot water valve"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/Fan Start","fan cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/Fan Status","fan curstatus"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/FANCOIL ALARM","fcu alarm"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/FANCOIL HAND","fcu alarm"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/Run","cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/Schedule","cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fourth Floor/FCU-4/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/Fan Coil CHW Vlv","fcu fan chilled water valve cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/Fan Start","fan cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/Fan Status","fan curstatus"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/FANCOIL ALARM","fcu alarm"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/FANCOIL HAND","fcu alarm"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/Run","cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/Schedule","cmd"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fourth Floor/FCU-5/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Max CO2 Level","max co2"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Run","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Run Request","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Schedule","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/ZCO2_HI","zone co2 max"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/Zone CO2","vav zone air co2 sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4405/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Run","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Run Request","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/Schedule","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4411/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Run","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Run Request","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/Schedule","cmd"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Fourth Floor/VAV Room 4837/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Roof/AHU-12 EW Interface/ALARM","cmd"
"CMU/SCSC Hillman/Roof/AHU-12 EW Interface/output frequency","ahu unit"
"CMU/SCSC Hillman/Roof/AHU-12 EW Interface/wheel amps","ahu heatWheel elec unit"
"CMU/SCSC Hillman/Roof/AHU-12 EW Interface/wheel frequency","ahu heatWheel unit"
"CMU/SCSC Hillman/Roof/AHU-12 EW Interface/wheel frequency reference","ahu heatWheel unit"
"CMU/SCSC Hillman/Roof/AHU-12 EW Interface/wheel kW","ahu heatWheel energy"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/auto cc sp","ahu cool sp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/bypass CFM","ahu bypass air flow sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/CHW Valve VDC","ahu chilled water valve vfd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/chw vlv","ahu chilled water valve cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Cooling demand %","ahu cooling stage cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/current cc sp","ahu cur cool sp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/current max RA CO2 setpt","ahu cur max return air co2 sp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/current return CFM SP","ahu cur return fan air flow sp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Discharge Air Temp Setpoint","vav discharge temp sp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/EA damper","ahu vfd air exhaust damper"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/EF piezo","ahu vfd fan exhaust"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/enth wheel RPM","ahu heatWheel unit"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/enth wheel Volts","ahu heatWheel unit"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Enth Whl PD","ahu heatWheel"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/enth whl vfd","ahu heatWheel vfd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/EW RA byp dmp","ahu return air bypass damper"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/EW SA byp dmp","ahu entering air bypass damper"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/EW sup temp","ahu entering air temp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/exh fan vfd","ahu exhaust fan vfd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/exhaust CFM","ahu exhaust air flow sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/exhaust demand","ahu exhaust cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/exhaust temp","ahu exhaust temp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/exhaust vfd volts","ahu exhaust vfd volt"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/htg demand","ahu cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/OA damper","ahu outside air damper"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/oa dewpoint","ahu outside air humidity temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/OA dmpr fb","ahu outside air damper"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/oa enthalpy","ahu outside air humidity temp energy sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/oa grains","ahu outside air humidity temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/OA Reset Setpoint","ahu outside air sp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Optimized Setpoint","ahu sp"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/outdoor CFM","ahu outside air flow"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/outdoor CO2","ahu outside air co2"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/outdoor RH","ahu outside humidity"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/outdoor temp","outside air temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/pht hw vlv","ahu heat hot water valve"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/preheat sup t","ahu hotWaterHeat entering air temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/preheat valve VDC","ahu heat vfd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Preheating demand %","ahu heating cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/RA CO2","ahu return air co2 sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/ra dewpoint","ahu return air humidity temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/ra enthalpy","ahu return air humidity temp energy sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/ra grains","ahu return air humidity temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/recirc damper","ahu recirculate air damper"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/recirc dmpr fb","ahu recirculate air damper cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/return CFM","ahu return air flow sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/return rh","ahu return air reheat valve cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/return temp","ahu return air temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Run","cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Run Request","cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/SA Duct Press","ahu discharge air pressure sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/SF piezo","ahu entering fan"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/sup fan vfd","ahu discharge air fan vfd cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Supply Air Temp","ahu discharge air temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/supply CFM","ahu discharge air flow sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/supply demand","ahu entering air cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/supply temp","ahu discharge air temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/supply vfd volts","ahu entering vfd volt"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Total Cool Request","ahu cool cmd"
"CMU/SCSC Hillman/Roof/AHU-12 I/O/Total Heat Request","ahu heat cmd"
"CMU/SCSC Hillman/Roof/AHU-12 RF Interface/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Roof/AHU-12 SF Interface/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Roof/EF-2/Schedule","cmd"
"CMU/SCSC Hillman/Roof/Elevator 3 Vent/Schedule","cmd"
"CMU/SCSC Hillman/Roof/Stairwell 5 Pressure Control/Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/7400 Corridor/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/7500 Corridor/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/7700 E Corridor/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/7700 W Corridor/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/7708 Machine Room CRAC-7/% Capacity","equip chiller coolingCapacity"
"CMU/SCSC Hillman/Seventh Floor/7708 Machine Room CRAC-7/Fan Run Hours","fan vfd equip run cmd"
"CMU/SCSC Hillman/Seventh Floor/7708 Machine Room CRAC-7/Humidifier Run Hours","humidifier run cmd"
"CMU/SCSC Hillman/Seventh Floor/7708 Machine Room CRAC-7/Humidity","humidity sensor"
"CMU/SCSC Hillman/Seventh Floor/7708 Machine Room CRAC-7/Temperature","temp sensor"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/Fan Coil CHW Vlv","fcu fan chilled water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/Fan Start","fan cmd"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/Fan Status","fan curstatus"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/FANCOIL ALARM","fcu alarm"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/FANCOIL HAND","fcu alarm"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/FCU-13/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/PRV Command","vav perimeterHeat valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/RH Valve %","vav reheat valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Run Request","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/Schedule","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/ZTMP HI","zone air temp max"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7300 Reception/ZTMP LO","zone air temp min"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Airflow","vav air flow sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Airflow Request","air flow cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Airflow Setpoint","vav air flow sp"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Cool Request","vav cool cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Damper Position","vav damper sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Discharge Temp","vav discharge air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Heat Request","vav heat cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/HWV Command","vav hot water valve cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/OA Temp","outside air temp sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/OCC Sensor","occ sensor"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Run","cmd"
"CMU/SCSC Hillman/Seventh Floor/VAV Room 7401/Run Request","cmd"
